Site,Code,Annee,Metrique,Valeur_EUR_t
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-48.23
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-67.11
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-3.63
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-5.71
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-6.85
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-22.25
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-25.93
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-33.33
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-14.45
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-14.66
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-0.11
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-0.54
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),0.07
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-38.4
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-40.36
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-43.15
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-12.67
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-21.9
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-16.24
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-4.25
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-3.93
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-3.41
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-0.31
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-0.42
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000044 - Coûts sous-traitance externe d'activité (Propreté),-0.19
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),-35.45
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),-38.07
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),-40.11
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000045 - Prestations internes - Charge (Propreté),-21.18
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000045 - Prestations internes - Charge (Propreté),-28.13
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000045 - Prestations internes - Charge (Propreté),-30.6
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),-4.49
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),-4.7
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),-22.74
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),-18.4
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),-20.37
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),-16.49
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),-4.34
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),-4.93
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),-4.91
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),0.0
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000045 - Prestations internes - Charge (Propreté),-32.59
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000045 - Prestations internes - Charge (Propreté),-44.73
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000045 - Prestations internes - Charge (Propreté),-50.62
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,-0.33
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,-7.2
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,-1.38
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,-17.25
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,-0.63
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000048 - Coûts sous-traitance construction AFO I4 & I12,-136.2
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000048 - Coûts sous-traitance construction AFO I4 & I12,26.78
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000048 - Coûts sous-traitance construction AFO I4 & I12,0.0
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,PNE,150.22
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,PNE,144.01
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,PNE,149.04
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,PNE,172.26
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,PNE,178.52
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,PNE,176.02
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,PNE,192.39
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,PNE,211.2
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,PNE,178.64
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,PNE,160.22
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,PNE,177.12
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,PNE,177.74
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,PNE,209.52
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,PNE,202.83
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,PNE,198.66
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,PNE,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,PNE,255.82
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,PNE,265.81
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,PNE,77.18
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,PNE,95.06
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,PNE,87.53
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,PNE,104.59
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,PNE,96.45
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,PNE,116.72
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,PNE,144.1
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,PNE,159.36
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,PNE,169.43
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,PNE,197.58
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,PNE,207.48
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,PNE,198.34
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,PNE,76.91
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,PNE,64.81
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,PNE,63.61
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000051 - Coûts de personnel,-89.44
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000051 - Coûts de personnel,-81.5
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000051 - Coûts de personnel,-83.59
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000051 - Coûts de personnel,-87.03
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000051 - Coûts de personnel,-89.44
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000051 - Coûts de personnel,-92.27
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000051 - Coûts de personnel,-87.78
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000051 - Coûts de personnel,-99.28
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000051 - Coûts de personnel,-100.79
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000051 - Coûts de personnel,-95.62
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000051 - Coûts de personnel,-101.3
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000051 - Coûts de personnel,-106.72
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000051 - Coûts de personnel,-98.13
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000051 - Coûts de personnel,-95.28
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000051 - Coûts de personnel,-92.03
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000051 - Coûts de personnel,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000051 - Coûts de personnel,-144.31
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000051 - Coûts de personnel,-154.03
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000051 - Coûts de personnel,-45.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000051 - Coûts de personnel,-50.97
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000051 - Coûts de personnel,-47.23
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000051 - Coûts de personnel,-52.84
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000051 - Coûts de personnel,-56.21
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000051 - Coûts de personnel,-55.11
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000051 - Coûts de personnel,-105.62
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000051 - Coûts de personnel,-119.62
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000051 - Coûts de personnel,-106.26
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000051 - Coûts de personnel,-118.89
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000051 - Coûts de personnel,-108.35
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000051 - Coûts de personnel,-97.2
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000051 - Coûts de personnel,-73.61
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000051 - Coûts de personnel,-76.63
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000051 - Coûts de personnel,-63.78
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-5.91
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-5.59
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-3.08
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000067 - Entretien & maintenance courante (hors personnel),-3.86
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000067 - Entretien & maintenance courante (hors personnel),-4.53
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000067 - Entretien & maintenance courante (hors personnel),-5.93
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-10.67
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-5.03
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-7.67
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-9.94
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-6.73
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-6.35
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-12.5
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-9.18
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-10.04
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-13.12
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-12.51
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-5.6
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-4.47
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-5.44
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-10.01
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-5.6
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-2.53
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-5.31
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-5.14
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-15.53
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-5.26
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-4.04
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-8.03
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000067 - Entretien & maintenance courante (hors personnel),-4.7
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000067 - Entretien & maintenance courante (hors personnel),-8.48
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000067 - Entretien & maintenance courante (hors personnel),-3.0
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-12.92
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-16.05
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-19.49
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-18.69
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-23.07
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-8.94
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-0.6
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-12.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-12.47
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-11.79
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-22.06
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-3.63
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-6.07
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-9.61
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-7.72
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-10.94
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-12.12
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-4.85
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-12.99
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-7.57
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-3.73
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-13.88
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-13.18
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-9.11
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-12.99
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000071 - Maint. Obligatoire Programmée & renouvel. (hors pers.),-9.88
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-1.42
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-0.87
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-0.35
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000077 - Coût des énergies pour production & distribution,-0.57
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000077 - Coût des énergies pour production & distribution,-1.26
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000077 - Coût des énergies pour production & distribution,-0.9
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-11.34
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-12.97
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-10.51
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-14.16
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-11.27
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-10.97
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-13.64
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-11.11
